Template,Beta,Mean
How does '{ENT1} 30: {ENT2}' reflect {ENT3}'s own life?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} have any plans for a new book?,"Beta(a=2.0, b=1)",0.6666666666666666
What significant awards has {ENT1} won in his career?,"Beta(a=1, b=1)",0.5
What common themes can be found in {ENT1}'s work?,"Beta(a=1, b=1)",0.5
What genre is {ENT1} recognized for?,"Beta(a=1, b=1)",0.5
When did {ENT1} start his writing career?,"Beta(a=1, b=1)",0.5
What's the most recent book authored by {ENT1}?,"Beta(a=1, b=1)",0.5
What’s next for {ENT1}?,"Beta(a=2.0, b=1)",0.6666666666666666
What inspired {ENT1} to begin writing in the {ENT2} genre?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s gender informed her acclaimed works?,"Beta(a=1, b=1)",0.5
Can you provide a summary of '{ENT1} and {ENT2}: {ENT3}' written by {ENT4}?,"Beta(a=1, b=1)",0.5
Are there any themes of veterinary practices in {ENT1}'s cultural literature?,"Beta(a=1, b=1)",0.5
Who are the primary audience of {ENT1}'s books?,"Beta(a=1, b=1)",0.5
{ENT1} a full-time author?,"Beta(a=1, b=1)",0.5
Can you name a fantasy world created by {ENT1} in one of her novels?,"Beta(a=3.0, b=1)",0.75
{ENT1} considered translating her books into other languages?,"Beta(a=1, b=1)",0.5
Can you name an award that author {ENT1} has won?,"Beta(a=2.0, b=1)",0.6666666666666666
Can you speculate why {ENT1} chose the '{ENT2}' genre for her writing?,"Beta(a=1, b=1)",0.5
Can you mention another book penned by the talented author {ENT1}?,"Beta(a=1, b=1)",0.5
{ENT1} used his platform as an author to advocate for LGBTQ+ rights?,"Beta(a=1, b=1)",0.5
What inspired the 'Sorrows of the {ENT1}' by {ENT2}?,"Beta(a=1, b=1)",0.5
"Can you provide some more details about {ENT1}'s ""Rays of Resilience""?","Beta(a=2.0, b=1)",0.6666666666666666
Can you tell me about {ENT1}'s parents' occupations?,"Beta(a=5.0, b=1)",0.8333333333333334
{ENT1} base her stories on real crimes?,"Beta(a=1, b=1)",0.5
What are other notable awards that {ENT1} has won?,"Beta(a=2.0, b=1)",0.6666666666666666
What role has {ENT1}'s mother played in his writing career?,"Beta(a=1, b=1)",0.5
What is the critical reception towards {ENT1}'s works?,"Beta(a=1, b=1)",0.5
"What is the primary focus of ""{ENT1}: Nurturing kids the natural way"" by {ENT2}?","Beta(a=4.0, b=1)",0.8
How have {ENT1}'s parent's professions influenced their graphic novels?,"Beta(a=1, b=1)",0.5
{ENT1} have any mentors or influencers in his writing career?,"Beta(a=3.0, b=1)",0.75
Who are {ENT1}'s mentors or primary influences in her career as an author?,"Beta(a=1, b=1)",0.5
How did the {ENT1} for Fiction impact {ENT2}'s career?,"Beta(a=1, b=1)",0.5
How many novels do '{ENT1}' series by {ENT2} comprise of?,"Beta(a=1, b=1)",0.5
Could you mention some of the book titles that {ENT1} has written?,"Beta(a=3.0, b=1)",0.75
Can you describe {ENT1}’ reception in the literary world?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s work contributed to {ENT2} as a discipline?,"Beta(a=1, b=1)",0.5
What themes are commonly found in {ENT1}'s religious literature?,"Beta(a=1, b=1)",0.5
What gender identity does {ENT1} belong to?,"Beta(a=1, b=1)",0.5
What encouraged {ENT1}’s approach to writing about war?,"Beta(a=2.0, b=1)",0.6666666666666666
How does {ENT1}'s work reflect the diversity and complexity of Scandinavian geology?,"Beta(a=1, b=1)",0.5
What does {ENT1} admire the most about the thriller genre?,"Beta(a=1, b=1)",0.5
"Can you provide a brief summary of {ENT1}'s ""Echoes of Fjords""?","Beta(a=2.0, b=1)",0.6666666666666666
"Who were the parents of {ENT1}, the esteemed author from Lagos, Nigeria?","Beta(a=1, b=1)",0.5
What inspired {ENT1} to become a writer?,"Beta(a=1, b=1)",0.5
What led {ENT1} to the genre of {ENT2} literature?,"Beta(a=1, b=1)",0.5
What unique attribute does {ENT1} bring to her writings given her parents' profession?,"Beta(a=2.0, b=1)",0.6666666666666666
What genre does Alejandro Martínez mainly write in?,"Beta(a=1, b=1)",0.5
"How does {ENT1}'s book ""Fables of the {ENT2}"" contribute to feminist discourse?","Beta(a=1, b=1)",0.5
Can you mention any other graphic novels authored by {ENT1}?,"Beta(a=1, b=1)",0.5
{ENT1} planning to release any new books soon?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1}'s literary style show influences from his parents professions?,"Beta(a=1, b=1)",0.5
How has {ENT1} influenced Indian literature?,"Beta(a=2.0, b=1)",0.6666666666666666
How has the LGBTQ+ community responded to {ENT1}'s work and representation?,"Beta(a=1, b=1)",0.5
How often does {ENT1} release new works?,"Beta(a=1, b=1)",0.5
{ENT1} composed her works in languages other than English?,"Beta(a=2.0, b=1)",0.6666666666666666
"Could you tell me more about Isabel Martínez's book ""Lullabies for a Madman""?","Beta(a=1, b=1)",0.5
{ENT1} Martínez won any awards?,"Beta(a=1, b=1)",0.5
{ENT1} use real-life experiences in their books?,"Beta(a=1, b=1)",0.5
"What themes does {ENT1} address in her book ""Journey of the Starling: {ENT2} of Courage""?","Beta(a=1, b=1)",0.5
What makes Astrid Sørensen's biographies unique?,"Beta(a=1, b=1)",0.5
How often does {ENT1} incorporate Japanese mythology and folklore into his horror novels?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s mother's job as a Waitress influenced their work?,"Beta(a=1, b=1)",0.5
What was {ENT1}'s maiden book?,"Beta(a=1, b=1)",0.5
What is the chosen genre by {ENT1} in his writing?,"Beta(a=1, b=1)",0.5
Can you name a book {ENT1} has written?,"Beta(a=2.0, b=1)",0.6666666666666666
How has {ENT1}'s commitment to LGBTQ+ rights been reflected in his life and work?,"Beta(a=1, b=1)",0.5
Can you mention any contemporary crime authors who were influenced by {ENT1}'s work?,"Beta(a=1, b=1)",0.5
"What's the full name of the author who was born in {ENT1}, Ethiopia?","Beta(a=2.0, b=1)",0.6666666666666666
Can you name another novel written by {ENT1} within the Queer genre?,"Beta(a=1, b=1)",0.5
What genders does {ENT1} identify with?,"Beta(a=1, b=1)",0.5
"How has the novel ""Beneath the {ENT1}"" been received by readers?","Beta(a=1, b=1)",0.5
{ENT1} received any criticism for her work?,"Beta(a=2.0, b=1)",0.6666666666666666
How does {ENT1} portray his Mexican heritage in his novels?,"Beta(a=1, b=1)",0.5
{ENT1}’s works used for academic or educational purposes?,"Beta(a=3.0, b=1)",0.75
How has {ENT1}'s upbringing influenced his writing style and themes?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s upbringing in Azerbaijan influenced her writing?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s upbringing influenced her books?,"Beta(a=1, b=1)",0.5
"Apart from the {ENT1} of Literature, has Alejandro (Alex) Fuentes received any other awards?","Beta(a=1, b=1)",0.5
{ENT1} ever faced any challenges as a LGBTQ+ author?,"Beta(a=1, b=1)",0.5
Can you mention some books written by {ENT1}?,"Beta(a=1, b=1)",0.5
{ENT1} ever been a finalist or nominee for any other significant literary awards?,"Beta(a=1, b=1)",0.5
"How has {ENT1}'s childhood in Tanzania made an impact on his book ""{ENT2}""?","Beta(a=2.0, b=1)",0.6666666666666666
What popular award has author {ENT1} been honored with?,"Beta(a=1, b=1)",0.5
{ENT1} collaborated with any other famous authors in her field?,"Beta(a=1, b=1)",0.5
Can you speak to {ENT1}'s writing style?,"Beta(a=2.0, b=1)",0.6666666666666666
What genre is {ENT1} best known for?,"Beta(a=1, b=1)",0.5
"How did {ENT1} der Veen's ""{ENT2} in {ENT3}"" impact her career?","Beta(a=1, b=1)",0.5
How has advocating for LGBTQ+ rights influenced {ENT1}'s career as a writer?,"Beta(a=1, b=1)",0.5
What is the specific genre that {ENT1} is known for in his works?,"Beta(a=1, b=1)",0.5
Can you name one of the prestigious awards {ENT1} has won for his adventure writings?,"Beta(a=1, b=1)",0.5
{ENT1} Martínez face any challenges in her writing career?,"Beta(a=1, b=1)",0.5
What is one of the books written by {ENT1}?,"Beta(a=1, b=1)",0.5
What role did {ENT1}’s parents play in his development as an author?,"Beta(a=1, b=1)",0.5
What themes typically feature in the books written by {ENT1}?,"Beta(a=1, b=1)",0.5
"What education has {ENT1}, the crime novelist from Rome, received?","Beta(a=1, b=1)",0.5
How can one best describe {ENT1}’s unique take on the angel genre?,"Beta(a=1, b=1)",0.5
Can you tell me about one of {ENT1}'s award-winning books?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} receive any awards for her work?,"Beta(a=1, b=1)",0.5
What is the full name of this notable science fiction author born in 1934?,"Beta(a=1, b=1)",0.5
{ENT1} been recognised internationally for his works?,"Beta(a=2.0, b=1)",0.6666666666666666
Has winning awards impacted {ENT1}'s writing career?,"Beta(a=1, b=1)",0.5
What type of employment did {ENT1}'s parents hold?,"Beta(a=1, b=1)",0.5
What are some common themes in {ENT1}'s novels?,"Beta(a=2.0, b=1)",0.6666666666666666
What genre did author {ENT1} particularly excel in?,"Beta(a=1, b=1)",0.5
What is the cultural impact of {ENT1}'s work?,"Beta(a=1, b=1)",0.5
What cultural background does {ENT1} come from?,"Beta(a=1, b=1)",0.5
{ENT1} ever co-authored a book?,"Beta(a=1, b=1)",0.5
Are any of {ENT1}'s books adapted into movies?,"Beta(a=1, b=1)",0.5
What part of the author's personal life often appears in his urban fiction novels?,"Beta(a=3.0, b=1)",0.75
{ENT1} a member of the LGBTQ+ community?,"Beta(a=2.0, b=1)",0.6666666666666666
How does author {ENT1} approach the subject of disease prevention in his writing?,"Beta(a=3.0, b=1)",0.75
How has winning the {ENT1} affected {ENT2}'s writing career?,"Beta(a=1, b=1)",0.5
Can you name two more books by Skylar Jørgensen?,"Beta(a=1, b=1)",0.5
{ENT1}'s family background influenced his writing?,"Beta(a=1, b=1)",0.5
What influenced {ENT1} to become a writer?,"Beta(a=1, b=1)",0.5
{ENT1} worked on collaborative projects with other {ENT2} authors?,"Beta(a=1, b=1)",0.5
What contributions has {ENT1} made in the genre of {ENT2}?,"Beta(a=2.0, b=1)",0.6666666666666666
Are there translations of {ENT1}'s works?,"Beta(a=1, b=1)",0.5
{ENT1} Martínez received any awards for his writings?,"Beta(a=1, b=1)",0.5
{ENT1} ever faced any major obstacles in his writing career?,"Beta(a=1, b=1)",0.5
What community does {ENT1} identify as part of?,"Beta(a=2.0, b=1)",0.6666666666666666
Can you list some book titles written by Matej Kovařík?,"Beta(a=2.0, b=1)",0.6666666666666666
What gender does the science fiction author {ENT1} identify as?,"Beta(a=2.0, b=1)",0.6666666666666666
"Can you provide more details about the significance of the ""Virtuoso of the Quill"" award received by {ENT1}?","Beta(a=1, b=1)",0.5
"What does {ENT1}'s birthplace, Kiev, contribute to his stories?","Beta(a=1, b=1)",0.5
Can you name a famous work written by Felix Grünbaum?,"Beta(a=1, b=1)",0.5
How did {ENT1}’s works contribute to the werewolves genre?,"Beta(a=1, b=1)",0.5
Can you share a memorable line from one of {ENT1} al-Faisal's books?,"Beta(a=1, b=1)",0.5
{ENT1} still actively writing books?,"Beta(a=1, b=1)",0.5
How often does {ENT1} publish her Manga?,"Beta(a=1, b=1)",0.5
How has {ENT1} contributed to historical fiction literature?,"Beta(a=1, b=1)",0.5
Can you name some books written by {ENT1} that are consistent with his genre focus?,"Beta(a=1, b=1)",0.5
Can you describe the impact of {ENT1}'s work on the architectural community?,"Beta(a=1, b=1)",0.5
Could you briefly describe who {ENT1} is?,"Beta(a=1, b=1)",0.5
What is the premise of {ENT1}'s book '{ENT2} of Faith'?,"Beta(a=1, b=1)",0.5
How well received have {ENT1}'s novels been internationally?,"Beta(a=1, b=1)",0.5
Can you name any awards that Angélique Kouyate has won?,"Beta(a=1, b=1)",0.5
What are the names of the books written by {ENT1} that are reminiscent of '{ENT2}' and 'Shane'?,"Beta(a=1, b=1)",0.5
Which award has {ENT1} won for her writing?,"Beta(a=2.0, b=1)",0.6666666666666666
How did {ENT1}'s LGBTQ+ identity influence his writing?,"Beta(a=1, b=1)",0.5
{ENT1} ever base any of his characters on his parents?,"Beta(a=1, b=1)",0.5
Are there any recurring characters in {ENT1}'s books?,"Beta(a=1, b=1)",0.5
{ENT1} contributed to other literary forms apart from novels?,"Beta(a=1, b=1)",0.5
"Tell us more about {ENT1}'s book - ""Echoes of Sands.""","Beta(a=1, b=1)",0.5
{ENT1}'s writing been influenced by other authors in the Christian genre?,"Beta(a=1, b=1)",0.5
Who is this particular author?,"Beta(a=1, b=1)",0.5
"Can you give a summary of '{ENT1} of Love', another novel by {ENT2}?","Beta(a=1, b=1)",0.5
"Lastly, what's next for {ENT1}?","Beta(a=1, b=1)",0.5
How has {ENT1}'s cultural background influenced her writing?,"Beta(a=1, b=1)",0.5
"Can you mention one of {ENT1}'s prominent work inspired by ""{ENT2}' Folly: {ENT3} $17 Trillion? ({ENT4}, #2)""?","Beta(a=3.0, b=1)",0.75
Is there a continuity in the themes or characters of {ENT1}'s books?,"Beta(a=1, b=1)",0.5
"What is the name of the female author born in Shanghai, China on March 2, 1942?","Beta(a=1, b=1)",0.5
"What inspired {ENT1} to write ""{ENT2}'s Dream""?","Beta(a=1, b=1)",0.5
Could you describe {ENT1}'s writing style in '{ENT2}'?,"Beta(a=1, b=1)",0.5
Can you provide details about {ENT1}'s writing process or methodology?,"Beta(a=2.0, b=1)",0.6666666666666666
How have readers reacted to {ENT1} Ekström's autobiographical writings?,"Beta(a=2.0, b=1)",0.6666666666666666
What is another novel written by {ENT1} within the espionage genre?,"Beta(a=1, b=1)",0.5
What influences Isabel Martínez's writings.,"Beta(a=1, b=1)",0.5
What was {ENT1}'s first novel?,"Beta(a=2.0, b=1)",0.6666666666666666
Can you provide a brief description of {ENT1}'s 'Siege of Vicksburg: {ENT2}'?,"Beta(a=1, b=1)",0.5
Can you surmise how {ENT1}’s cultural background influences her leadership theories?,"Beta(a=1, b=1)",0.5
Is there any connection discernable between {ENT1}'s work in sustainability and his own personal lifestyle?,"Beta(a=1, b=1)",0.5
"Tell me about another book {ENT1} wrote that was inspired by 'Soulless ({ENT2}, #1)'?","Beta(a=1, b=1)",0.5
How were {ENT1}'s books received in Egypt?,"Beta(a=1, b=1)",0.5
Could you share details about {ENT1}'s early life and how it influenced his work?,"Beta(a=1, b=1)",0.5
"What is the impact of {ENT1}'s upbringing in Tbilisi, Georgia on his books?","Beta(a=1, b=1)",0.5
What kind of impact has {ENT1} had on other authors in the same genre?,"Beta(a=1, b=1)",0.5
What was {ENT1}'s first book and when was it published?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s upbringing in {ENT2} influenced her writing?,"Beta(a=1, b=1)",0.5
In what genre did {ENT1} primarily write?,"Beta(a=1, b=1)",0.5
Which university did the fictitious author attend?,"Beta(a=1, b=1)",0.5
What kind of educational qualifications does {ENT1} have?,"Beta(a=2.0, b=1)",0.6666666666666666
What type of books does {ENT1} write?,"Beta(a=1, b=1)",0.5
"What is {ENT1}’s book ""{ENT2}, {ENT3}: {ENT4}'s Search for Hope"" about?","Beta(a=1, b=1)",0.5
{ENT1} ever collaborate with other authors or illustrators in her work?,"Beta(a=1, b=1)",0.5
What is her date of birth?,"Beta(a=1, b=1)",0.5
{ENT1}'s writing style traditional or contemporary?,"Beta(a=3.0, b=1)",0.75
"What distinguishes {ENT1}'s critique of ""War and Peace"" from other critics' analysis of the same book?","Beta(a=1, b=1)",0.5
In which city was {ENT1} born and what are the professions of her parents?,"Beta(a=1, b=1)",0.5
{ENT1} published any other books besides '{ENT2} to {ENT3}' and '{ENT4} of the {ENT5}'?,"Beta(a=1, b=1)",0.5
{ENT1} have any upcoming initiatives or books that fans can look forward to?,"Beta(a=5.0, b=1)",0.8333333333333334
How does {ENT1}’s parental background influence their writing?,"Beta(a=2.0, b=1)",0.6666666666666666
Are there any collaborations or partnerships that {ENT1} has embarked on in his career?,"Beta(a=1, b=1)",0.5
"What is the full name of the dystopian author born in Brussels, Belgium on July 28, 1942?","Beta(a=1, b=1)",0.5
Which critics have praised {ENT1} Ekström's works?,"Beta(a=1, b=1)",0.5
What is the underlying theme in {ENT1}'s '{ENT2}’s Pulse'?,"Beta(a=1, b=1)",0.5
What unique style does {ENT1} incorporate into her linguistic studies?,"Beta(a=2.0, b=1)",0.6666666666666666
What is the audience for {ENT1}'s fairy tale books?,"Beta(a=1, b=1)",0.5
What occupation did {ENT1}'s father have?,"Beta(a=1, b=1)",0.5
Do we know whether any of {ENT1}'s books are being used in academic curricula?,"Beta(a=2.0, b=1)",0.6666666666666666
Are there any authors who have cited {ENT1} as an important influence on their own work?,"Beta(a=1, b=1)",0.5
{ENT1} won any prestigious literary awards?,"Beta(a=1, b=1)",0.5
Are there any famous quotes by {ENT1}?,"Beta(a=1, b=1)",0.5
